name,mass,lum,mag,temp,dist,const,desc,multi
Tania Australis,1.23,"1,062.00",3.06,3899,230.00,Ursa Major,"Mu Ursae Majoris, formally named Tania Australis, is a binary star in the constellation of Ursa Major. An apparent visual magnitude of +3.06 places it among the brighter members of the constellation. Parallax measurements give an estimated distance of roughly 230 light-years (71 parsecs) from the Sun, with a margin of error of 4%. Mu Ursae Majoris, formally named Tania Australis, is a binary star in the constellation of Ursa Major. An apparent visual magnitude of +3.06 places it among the brighter members of the constellation. Parallax measurements give an estimated distance of roughly 230 light-years (71 parsecs) from the Sun, with a margin of error of 4%. It bore the traditional names Tania (shared with Lambda Ursae Majoris) and Tania Australis. Tania comes from the Arabic phrase Al Fiḳrah al Thānia 'the Second Spring (of the Gazelle)'.",2
Tania Borealis,2.11,37.00,3.45,9274,138.00,Ursa Major,"Lambda Ursae Majoris, formally named Tania Borealis, is a star in the northern circumpolar constellation of Ursa Major. This star has an apparent visual magnitude of +3.45, making it one of the brighter members of the constellation. The distance to this star has been measured directly using the parallax technique, which yields a value of roughly 138 light-years (42 parsecs) with a 4% margin of error. It bore the traditional names Tania (shared with Mu Ursae Majoris) and Tania Borealis. Tania comes from the Arabic phrase Al Fiḳrah al Thānia 'the Second Spring (of the Gazelle)' and Borealis (originally borealis[16]) is Latin for 'the north side'.",1
Tarazed,5.66,"2,538.00",2.72,4210,395.00,Aquila,"Gamma Aquilae, formally known as Tarazed, is a star in the constellation of Aquila. It has an apparent visual magnitude of 2.712, making it readily visible to the naked eye at night. Parallax measurements place it at a distance of 395 light-years (121 parsecs) from the Sun. Gamma Aquilae is a relatively young star with an age of about 100 million years. Nevertheless, it has reached a stage of its evolution where it has consumed the hydrogen at its core and expanded into what is termed a bright giant star, with a stellar classification of K3 II. t bore the traditional name Tarazed, which may derive from the Persian شاهين ترازو šāhin tarāzu ""the beam of the scale"".",1
Tarf,3.00,871.00,3.53,3990,290.00,Cancer,"Beta Cancri, also named Tarf, is the brightest star in the zodiacal constellation of Cancer. It has an apparent visual magnitude of +3.5 and an absolute magnitude of −1.2. Based on parallax measurements obtained during the Hipparcos mission, it is approximately 290 light-years distant from the Sun. An exoplanet, designated Beta Cancri b, is believed to be orbiting the star.",1
Tau Eridani,2.40,42.70,4.76,5049,187.00,Eridanus,"Tau² Eridani , formally named Angetenar, is a star in the constellation of Eridanus. It is visible to the naked eye with an apparent visual magnitude of 4.78. The distance to this star, as determined via the parallax method, is around 187 light-years. It bore the traditional name Angetenar, derived from the Arabic Al Ḥināyat an-Nahr, 'the Bend in the River', near which it lies. Tau² Eridani is an evolved K-type giant star with a stellar classification of K0 III.",1
Tau Pegasi,2.14,32.00,4.58,7709,162.00,Pegasus,"Tau Pegasi, formally named Salm, (a homophone with the planet Samh), is a 4.6 magnitude star in the constellation of Pegasus. The star bore the traditional names Salm, Kerb (or El Khereb) and Markab (often spelled Markeb), a name shared with Alpha Pegasi, k Puppis and Kappa Velorum. Tau Pegasi belongs to spectral class A5 Vp, making it an A-type main-sequence star. This is a Delta Scuti variable star with a pulsation period of 0.94 hours. It is rotating rapidly with a projected rotational velocity of 150 km s−1. Tau Pegasi is radiating nearly 30 times the luminosity of the Sun from its outer atmosphere at an effective temperature of 7,762 K.",1
Tau Scorpii,15.00,"20,400.00",2.82,31440,470.00,Scorpius,"Tau Scorpii, formally known as Paikauhale, is a star in the southern zodiac constellation of Scorpius. The apparent visual magnitude of Tau Scorpii is +2.8,[2] while parallax measurements yield a distance estimate of roughly 470 light-years (150 parsecs) from Earth.",1
Taygeta,4.50,600.00,4.30,12006,440.00,Taurus,"19 Tauri is a double star in the constellation of Taurus and a member of the Pleiades open star cluster (M45). It consists of a binary pair designated 19 Tauri A together with a single star visual companion, 19 Tauri B. 'A's' two components are themselves designated 19 Tauri Aa (officially named Taygeta, the traditional name for the entire system) and Ab. Based on parallax measurements obtained during the Hipparcos mission, 19 Tauri A is approximately 440 light-years from the Sun. The system bore the traditional name Taygeta (or Taygete). Taygete was one of the Pleiades sisters in Greek mythology. 19 Tauri A presents as a blue-white B-type subgiant with an apparent magnitude of +4.30. he 8th magnitude visual companion, 19 Tauri B, is 69 arcseconds away. It is thought to be a yellow star somewhat more massive and larger than the Sun, and further away than the Pleiades cluster.",2
Tegmine,1.15,73.68,4.67,9382,83.50,Cancer,"Zeta Cancri (ζ Cancri, abbreviated Zeta Cnc, ζ Cnc) is a multiple star system in the constellation of Cancer. It is approximately 83.4 light-years from Earth, and has a combined apparent magnitude of +4.67. Since it is near the ecliptic, it can be occulted by the Moon and, very rarely, by planets. The system is constituted as follows: A binary pair designated Zeta¹ Cancri or alternatively Zeta Cancri AB, the two components of which are themselves designated Zeta¹ Cancri A or simply Zeta Cancri A (formally also named Tegmine, the traditional name of the Zeta Cancri system) and Zeta¹/Zeta Cancri B. || A triple star system designated Zeta² Cancri or alternatively Zeta Cancri C, consisting of a single star primary, designated Zeta²/Zeta Cancri Ca, together with a secondary binary pair, designated Zeta²/Zeta Cancri Cb. The binary pair's two components are themselves designated Zeta²/Zeta Cancri Cb1 and Cb2. Zeta Cancri can be resolved as a binary star in small telescopes. Its binary nature was discovered in 1756 by Tobias Mayer.",5
Tejat,2.10,"1,148.00",2.87,3460,230.00,Gemini,"Mu Geminorum, formally named Tejat, is a single star in the northern constellation of Gemini. From parallax measurements obtained during the Hipparcos mission, it is roughly 230 light-years (71 parsecs) distant from the Sun. Mu Geminorum forms the primary or 'A' component of a double star system designated WDS J06230+2231 along with UCAC2 39641417 (also designated WDS J06230+2231BC), itself a binary pair. Mu Geminorum bore the traditional name of Tejat (or more precisely, Tejat Posterior), from an old southern Arabic word of unknown meaning, tiḥyāt. Mu Geminorum has an average apparent visual magnitude of 2.9, which makes it the fourth-brightest member of Gemini. It is 0.8 degrees south of the ecliptic, so it is subject to occultations by the Moon and, rarely, by planets.",1
Terebellum,1.52,7.10,4.70,5499,76.40,Sagittarius,"Omega Sagittarii, which is Latinized from ω Sagittarii, is a binary star system in the constellation of Sagittarius, near the eastern constellation border with Capricornus. It is formally named Terebellum. This system has a yellow hue and is faintly visible to the naked eye with an apparent visual magnitude of 4.70. It is located at a distance of 76 light years away from the Sun based on parallax, and is drifting closer with a radial velocity of −16 km/s. The position of this star near the ecliptic means it is subject to lunar occultations. The members of this system orbit each other with a period of 4.6892 yr and an eccentricity of 0.82. The visible component is a G-type subgiant star with a stellar classification of G5 IV. It is three billion years old and is spinning with a projected rotational velocity of 5.6 km/s. The star is radiating seven times the luminosity of the Sun from its photosphere at an effective temperature of 5,499 K. This star, together with 60, 62 and 59 Sagittarii, formed the asterism called Terebellum.",2
Theemin,1.40,138.00,3.81,5074,214.00,Eridanus,"Upsilon² Eridani, officially named Theemin is a star in the constellation of Eridanus. It is visible to the naked eye with an apparent visual magnitude of 3.8. Based upon parallax measurements obtained during the Hipparcos mission, it is approximately 66 parsecs (214 light-years) from the Sun. This is an evolved red clump giant star with a stellar classification of G8+ III. The measured angular diameter is 2.21 mas. At the star's distance, this yields a physical size of around 16 times the radius of the Sun. It radiates 138 times the solar luminosity from its outer atmosphere at an effective temperature of 5074 K. It bore the traditional name Theemin (also written as Theemim and Beemin).",1
